name,lat,lon,type,opening_hours
Mangsher Dokan,23.772661,90.348181,shop_butcher,
Manha General Store,23.829425,90.417893,shop_general,
Manhood Fashion,23.81261,90.424236,shop_clothes,
Manija Rahman Girls School,23.703867,90.422643,school,
Manik Auto,23.788,90.388408,shop_trade,
Manik Auto Mart মানিক অটো মার্ট,24.275292,90.393881,marketplace,
"Manik Da Pharmacy, Pharmacy",23.846742,89.829763,pharmacy,
Manik Hotel,23.798298,90.38717,restaurant,Mo-Su 07:00-23:00
Manik Kaka Avinew,23.487233,90.263775,shop_yes,
Manik Medicine Corner(মানিক মেডিসিন কর্নার),23.828601,90.362732,pharmacy,
Manik Motors,23.712305,90.414543,shop_car_parts,
Manik Nagar Market মানিক নগর বাজার,23.51089,89.87912,marketplace,
Manik Store,23.785428,90.411705,shop_general,
Manik Tea Stall,23.85751,90.253682,shop_tea,
Manikde Kacha Bazar,23.82691,90.393155,shop_supermarket,
"Manikganj Apollo Hospital, Hospital",23.859142,90.001507,hospital,
"Manikganj Bike Bazar, Motorcycle dealer",23.849829,90.001396,shop_motorcycle,
Manikganj Bus Terminal,23.871369,90.000542,bus_station,
Manikganj Fruit Market,23.870505,89.998641,marketplace,
Manikganj General Hospital,23.869257,90.000511,hospital,
"Manikganj Government Primary School, Primary school",23.86157,89.997953,school,
Manikganj Govt. High School,23.860186,90.002945,school,
Manikganj Govt. High School,23.860451,90.003596,school,
Manikganj Life Care Hospital,23.873488,89.997709,hospital,
Manikganj Model High School,23.861589,89.997598,school,
"Manikganj Model High School, High school",23.861352,89.997316,school,
Manikganj Sadar Thana,23.861713,90.001338,police,
"Manikganj Surgical And Pharmacy, Pharmacy",23.836272,90.016667,pharmacy,
Manikganj Variety store,23.847653,90.256432,shop_variety_store,
Manikganj dudh bazar,23.858659,90.007915,marketplace,24/7
"Manikganj homeopathy medical college, College",23.852169,89.999248,college,
Manikgong Pharmacy,23.743452,90.366778,pharmacy,Mo-Su 08:00-21:00
Manikgonj Computer,23.758416,90.412082,shop_computer,
Manikgonj Electric মানিকগঞ্জ ইলেকট্রিক,23.847251,90.254322,shop_electronics,
"Manikgonj Furniture Mart, Furniture maker",23.949412,90.381547,shop_furniture,
Manikgonj Jewelers মানিকগঞ্জ জুয়েলার্স,23.84671,90.249444,shop_jewelry,
Manikgonj Mohila College,23.861651,90.005975,college,
"Manikgonj Orthopedic And General Hospital, Hospital",23.868368,89.998128,hospital,
Manikgonj Tiles মানিকগঞ্জ টাইলস,23.84674,90.249204,shop_hardware,
Manikgung Hotel And Sweetmeat মানিকগঞ্জ হোটেল এন্ড সুইটমিট,23.78326,90.347096,restaurant,
"Maniknagar Sheik Hasina High School, jajira, Shariatpur",23.348556,90.282606,school,
Manila Motors,23.73226,90.420061,shop_car_parts,
Manna's photoshop,23.740972,90.374914,shop_photo,
Mannan Auto Works,23.735695,90.389021,shop_hardware,
Mannan Store,23.785832,90.412372,shop_general,
Manob Sheba Hospital,24.266475,89.92629,hospital,
Manobic Heath Center,23.715556,90.380821,hospital,
Mansur Market,23.846891,90.256897,marketplace,
Manun Biriyani House,23.736634,90.386496,restaurant,
Manyavar,23.795092,90.41462,shop_clothes,
Manyavar Bangladesh,23.741654,90.382402,shop_clothes,
Manyavar Bangladesh,23.813844,90.423105,shop_clothes,
Manzar Kabab,23.759262,90.366606,restaurant,
Manzoor Khan Mobile Super Market,23.967804,90.380321,marketplace,
"Maona CNG Filling Station., Gas station",24.246853,90.401306,fuel,
Maona CNG Ltd.,24.246719,90.401233,fuel,
Map of Solmaid School And College Map of Solmaid School And College See outside Solmaid School And College,23.799797,90.433164,school,
Maple Bear School,23.785648,90.418609,school,
Maple Leaf International School,23.747346,90.371607,school,
Marble Bitan,23.777214,90.425638,shop_tiles,
Marble Di Carrara (pvt.) ltd.,23.79026,90.409798,shop_flooring,
Marcantile Bank atm,23.758237,90.389597,atm,24/7
"Marcantile Bank, Nawab Akther Uddin Paper Market, Zindabahar, Nayabazar, Dhaka",23.712945,90.404547,bank,
Margarita Pizza,23.807237,90.417125,restaurant,
Mari KIng,23.734505,90.384784,shop_cosmetics,10:00-20:00
Maria,23.736616,90.389772,shop_gift,
Maria Electric মারিয়া ইলেকট্রিক,23.841629,90.257366,shop_electronics,
Maria Electric মারিয়া ইলেকট্রিক,23.847297,90.25421,shop_electronics,
Maria IT,23.738771,90.38632,shop_computer,
Maria Medical,24.437389,90.780474,pharmacy,
Maria Pharma,23.794035,90.36526,pharmacy,
Maria Pharmacy,23.769874,90.355981,pharmacy,
Maria Pharmacy,23.770066,90.355912,pharmacy,08:30-23:30
Maria Variety Store,23.798303,90.337956,shop_variety_store,
"Mariam Basrabitan, monggol, Majhirghat-Kazirhat Rd, Naodoba",23.401953,90.282436,shop_clothes,
Mariam Hannan Memorial Model School,23.80902,90.369259,school,
Mariation Dhaka,23.780739,90.406926,fast_food,Sa-Th 10:00-21:30
"Marico Bangladesh Ltd., Wholesaler",23.989685,90.36179,shop_wholesale,
Marie Stopes,23.717712,90.368018,hospital,
Marie Stopes,23.735856,90.339187,clinic,
Marie Stopes,23.743416,90.370194,hospital,
Marie Stopes Clinic,23.739301,90.361979,clinic,
Marie Stopes Clinic,23.719626,90.376599,clinic,
Marina electronic,23.751337,90.405345,shop_electronics,
"Marine Battery House, Dhaka - Barisal Highway, Mawa",23.474042,90.258188,shop_yes,
Marine Restora,23.751114,90.392648,restaurant,
Mariom Pharmacy,23.554085,90.531801,pharmacy,
Marium Restaurant,23.770444,90.427069,restaurant,06:00-23:00
Marium Restaurant,23.770334,90.427097,restaurant,06:00-23:00
Marium Store,23.782945,90.411429,shop_general,
"Mariya stol, Furniture store",24.177836,89.901145,shop_furniture,
Marjahan Cosmectics and General Store,23.78331,90.374995,shop_cosmetics,
Marjal Bus Station Fish Market,24.034996,90.832638,marketplace,
Marjal Bus Station Fruits Market,24.034198,90.831857,shop_yes,
Marjal Bus Station Vegetable Market,24.034664,90.832515,marketplace,
Marjal Bus Stop,24.034334,90.832505,bus_station,
Marjal Digital Printing Works,24.034778,90.832611,shop_stationery,
Marjal Poultry Market,24.034139,90.831462,marketplace,
"Mark Tower Shopping Centre, Narayanganj",23.623166,90.499912,shop_mall,Sa-fr 10:00-22:00
"Markajul Qoran Madrasha, School",23.912578,90.31976,school,
"Markajul Ummah Madrasha, School",24.106034,90.095517,school,
Markajut Tanjil Hifzul Quran Madrasha,23.818321,90.371749,school,
Markaus Salam,23.699669,90.424459,shop_electronics,
"Markazul Uloom Addyniah International Cadet madrasah,School and College, Kalakandi",23.659424,90.356207,college,
Markazul Uloom Al Islamia Madrasha,23.82809,90.358684,school,
Markentile Bank LImited,23.733951,90.401541,bank,
Markentile Bank Ltd,23.690062,90.513977,bank,
Markentile Bank and Western Union,23.780546,90.407528,bank,
Market,23.762225,90.388925,marketplace,
Market,23.733698,90.381581,parking,
"Market opening, Village hall, Unnamed Road, Mawa",23.633179,90.348975,marketplace,
Markzul Sharfatul Ulum Madrassa,23.71141,90.381816,school,
Marmi Money Exchange,23.7592,90.373329,shop_money_lender,Mo-Su 09:00-22:00
Maruf Departmental Store,23.777196,90.411359,shop_dairy,Everyday 8 am- 9 pm
Maruf Hotel and Restaurant,24.025798,90.385593,restaurant,
Maruf Market,23.745788,90.412658,shop_supermarket,
Maruf Market Shopping mall,23.745705,90.412659,shop_mall,
Maruf Medical Hall মারুফ মেডিকেল হল,23.587495,89.835377,pharmacy,
Maruf Medicine,24.253752,89.915633,pharmacy,
Marwa Kebab and Restaurant,23.833156,90.418226,restaurant,06:00-23:00
Mary Fast Food,23.734844,90.385079,restaurant,10:00-20:00
"Maryam Hotel & Restaurant, Mawa Kandipara Road, Mawa",23.475372,90.253671,restaurant,
Marzia Pharmacy,23.761063,90.355336,pharmacy,
Masars Ahmed Hardwre,23.75104,90.403689,shop_hardware,
Masars Nurujjaman Rice Ajensi,23.711086,90.424132,shop_yes,
Masco Shoes,23.738971,90.39095,shop_shoes,
Mascot Library & Fast Food Corner,23.851487,90.412528,shop_convenience,
Mascot Plaza,23.874321,90.399805,building_commercial,
Mascot Plaza,23.874252,90.400162,shop_mall,
"Mascot Plaza, Uttara, Shopping mall",23.874362,90.399944,shop_yes,
Masearch Suroj door house,23.759225,90.412751,shop_furniture,
Masfiya Supper,23.786018,90.42659,shop_yes,
Mashallah Genarel Store,23.71109,90.423968,shop_yes,
Mashawi Cushaine,23.761906,90.430428,restaurant,
"Mashuk Medicine Particle Pharmacy, Keraniganj",23.690644,90.400866,pharmacy,
"Mashurgaon Bazar, Sreenagar - Dokkhin Paiksha Rd, Sreenagar",23.526346,90.287823,marketplace,
Masjid Bhittik Sishu O Gonoshikkha Karjokrom,23.830708,90.373655,school,
Masjidul Ferdous Open Market,23.804684,90.355963,marketplace,
"Masood Store, Store",24.357823,89.925829,shop_yes,
Masram Homio Pharma(মাশরাম হোমিও ফার্মা),23.828508,90.370722,pharmacy,
Massers Allahar Dan Rice Shop,23.711095,90.424454,shop_yes,
Mastar LIbrary And Photocopy House,24.18972,90.307742,shop_yes,
Master Bari Bazar,24.060726,90.387864,marketplace,
Master Computer,23.738699,90.38551,shop_computer,
Master Cut,23.793859,90.36545,shop_hairdresser,
Master Cycle Store,23.718127,90.407097,shop_bicycle,
Master Cycle Store,23.717842,90.407003,shop_bicycle,
Master Pharmacy,23.817512,90.353956,pharmacy,Mo-Su 07:00-23:00
"Master Pharmacy, Pharmacy",24.18069,89.900769,pharmacy,
"Master Shofiuddin Primary School, Bilaspur Union, Jajira Upazila, Shariatpur",23.330486,90.368342,school,
Master Thai Glass House,23.508529,90.466008,shop_yes,
"Master medical hal, Pharmacy",24.403871,89.912458,pharmacy,
Mastermind English Medium School (Junior Section),23.753633,90.376314,school,
Mastermind School Uttara Branch,23.869171,90.388402,school,
Masud Electric মাসুদ ইলেকট্রিক,23.847243,90.254561,shop_electronics,
Masud Furniture মাসুদ ফার্নিচার,23.84712,90.254996,shop_furniture,
Masud General Store,23.854623,90.415258,shop_convenience,
Masud General Store মাসুদ জেনারেল স্টোর,23.842264,90.254936,shop_yes,
Masud Homeo Hall,23.705779,90.421837,shop_chemist,
Masud Medical Hall,23.945435,90.383054,pharmacy,
Masud Pharma,23.588816,89.833455,pharmacy,
Masud Refrigeration,23.855377,90.412792,shop_electronics,
Masud Store মাসুদ স্টোর,23.593943,89.8192,shop_yes,
Masud Tea Stall,23.977662,90.381289,shop_tea,
Masud Telecom & Servicing,23.851428,90.41357,shop_mobile_phone,
Masud Trading,23.715732,90.406868,shop_trade,Mo-Su 09:00-21:00
Masud Trading Corporation,23.789669,90.424884,shop_houseware,
"Masud stor Valkutia, Grocery store",24.025744,89.853825,shop_yes,
Masum Bhai Confectionery,23.735019,90.384938,shop_confectionery,
Masum Electronics,23.741904,90.392106,shop_electronics,"Mo,We-Su 10:00-20:00; Tu off"
Masum Enterprise,23.850327,90.387559,shop_houseware,
Masum Fuchka & Juicebar,23.762787,90.360713,cafe,
Masum Juice Bar and Coffee House,23.7421,90.426993,cafe,
Masum Tailor’s,24.218512,90.750744,shop_tailor,
Masum Vai Confectionary,23.735012,90.384925,shop_food,
Masuma Fol Bitan,23.811928,90.423428,shop_greengrocer,
Matador,23.808774,90.364215,shop_stationery,
"Matador Distributor Tangail, Warehouse",24.249459,89.923785,shop_wholesale,
Matbar Bazar,23.887662,90.412271,marketplace,
Matbor Bari Kacha Bazar,23.847934,90.387602,marketplace,
Materny Clinic,23.758681,89.648844,clinic,
"Matikata Bazaar, Market",24.429262,89.823133,marketplace,
Matikata Bazar,23.819178,90.395021,marketplace,Mo-Su 06:30-23:30
"Matikata govt Primary school, Primary school",24.429506,89.824541,school,
Matin Majumder Store,23.755297,90.411127,shop_convenience,
Matipara Kazi Samir Uddin High School,23.752728,89.647534,school,
Matka Cha & Momo,23.806759,90.354229,fast_food,
"Matka Live Kitchen Restaurant, Tangail",24.259945,89.918975,restaurant,11:00 - 22:00
Matlab Drug,23.754564,90.360798,pharmacy,
Matlab Filling Station,23.557473,90.658168,fuel,
Matlob Hotel,23.723886,90.379836,restaurant,
Matree Jewelers,23.756985,90.409876,shop_jewelry,
Matree Medicine House,23.705777,90.421702,pharmacy,Mo-Su 09:00-23:00
Matri Chaya Dustho o Protibondhi Unnoyon school(মাতৃ ছায়া দুস্থ ও প্রতিবন্ধী উন্নয়ন স্কুল),23.823252,90.369106,school,
Matri Medico,23.851542,90.416292,pharmacy,
Matri Vandar,23.783357,90.409884,shop_department_store,
Matribhumi Medical Hall,23.604237,89.835856,pharmacy,
Matrichawa Pre-Cadet School,23.729588,90.358186,school,
Matrichaya Academy,23.72082,90.369224,school,
"Matriculation Mats and Medical Institute, Medical school",24.012007,90.319148,school,
Matro Traders,23.714775,90.408517,shop_hardware,
Matuail Adorsho Kidergarden & High School,23.712332,90.452552,school,
Maudlin Fashion,23.814152,90.423844,shop_clothes,
Maula Buksh Sardar Datobbo Chokkhu Haspatal,23.703522,90.415318,hospital,
Maula Buksh Sardar Datobbo Chokkhu Hospital,23.703428,90.415294,hospital,
Maulana Bhasani High School,24.361251,89.946954,school,
Mausha Trade,23.798736,90.352985,shop_trade,
"Mawa Abu Naser Super market, Dhaka - Barisal Highway, Mawa",23.473502,90.262275,marketplace,
"Mawa Bazar Ground, Bot tola, Dhaka - Barisal Highway, Mawa",23.47462,90.25978,marketplace,
"Mawa Bazar,  Dhaka - Mawa Hwy, Mawa",23.473847,90.260908,marketplace,
"Mawa Bright Pre-cadet & Junior high school, Dhaka - Barisal Highway, Mawa",23.474267,90.261895,school,
Mawa Bus Station,23.465111,90.287677,bus_station,
"Mawa Crossing, Bus stop, Launch Ghat Rd, Mawa",23.473231,90.265808,bus_station,
"Mawa Crossing, Bus stop, Munshiganj Highway, Mawa",23.473298,90.266132,bus_station,
"Mawa Government Primary School, Dhaka - Barisal Highway, Mawa",23.474521,90.257803,school,
Mawa Pharmacy(মাওয়া ফার্মেসি),23.826256,90.357058,pharmacy,
Mawa Sweetmeat,23.473605,90.262122,restaurant,
"Mawa Sweetmeat, Dhaka - Barisal Highway, Mawa",23.473737,90.261965,shop_confectionery,
"Mawar Rosogolla, Restaurant, Doyaganj New Rd, Dhaka",23.711877,90.423315,restaurant,
Mawla Electronics And Furniture,23.928958,90.3086,shop_furniture,
Mawlana Hardware and Sanitary,23.841714,90.387296,shop_electrical,
Mawlana Shopping Complex মাওলানা শপিং কমপ্লেক্স,23.792537,90.271813,shop_mall,
Mawna Chowrasta Creative School And College,24.224514,90.409302,college,
Mawna City Hospital & Digital Lab মাওনা সিটি হাসপাতাল এন্ড ডিজিটাল ল্যাব,24.221013,90.411721,hospital,
"Mawna Hearing Aid Center, Hospital",24.220655,90.413002,hospital,
Mawna Highway Police Station মাওনা হাইওয়ে থানা,24.21715,90.413906,police,
"Mawna Highway Police Station, Police station",24.217231,90.413739,police,
Max Beauty Parlours,23.748886,90.386623,shop_beauty,
Max Gallery,23.80705,90.369301,shop_bag,"Mo-Sa,PH 09:00-23:00"
"Max Primary School, Bhanga - Barisal Hwy",23.176893,90.103426,school,
Max Technology BD,23.762787,90.427875,shop_electronics,
Maya Jewelers,23.755389,90.411253,shop_jewelry,
"Maya Medical Hall, Dhaka - Mawa Hwy, Kalakandi",23.660063,90.35863,pharmacy,
Maya Sweetmeat মায়া মিষ্টির,23.847119,90.257495,shop_confectionery,
Maya Video,23.735005,90.38491,shop_video,
Mayakatara,23.706484,90.41041,building_commercial,
"Mayar Doya Engineering & Electric Board, , West Jatrabari, Mirhajirbagh, Natun Rasta, Dhaka",23.708771,90.427588,shop_repair,
Mayar Doya Pharmacy,23.785603,90.406655,pharmacy,
Mayer Achol,23.707343,90.421413,shop_clothes,
Mayer Ashibbad Saloon,23.783036,90.429301,shop_hairdresser,
Mayer Ashirbad General Store,23.75079,90.408928,shop_department_store,
Mayer Ashirbad Laundry,23.782926,90.411646,shop_laundry,
Mayer Ashirbad Store,24.636432,89.973412,shop_yes,
Mayer Badhon Biriyani House,23.785609,90.367361,restaurant,
Mayer Dhoya Telecom,24.044261,90.369043,shop_mobile_phone,
Mayer Doa Automatic Dry Cleaners,23.755031,90.412857,shop_laundry,
Mayer Doa Bedding Store,23.807816,90.361369,shop_bed,
Mayer Doa Chicken House,23.854236,90.385381,shop_butcher,
Mayer Doa Cosmetics,23.849747,90.387704,shop_cosmetics,
Mayer Doa Electronic,23.718149,90.424619,shop_mobile_phone,
Mayer Doa Fastfood,23.851615,90.387336,fast_food,
Mayer Doa Fol Store,23.811932,90.423448,shop_greengrocer,
Mayer Doa Furnitures,23.740348,90.363281,shop_furniture,
Mayer Doa General Store,23.80681,90.357569,shop_general,
Mayer Doa General Store,23.812719,90.368116,shop_variety_store,
Mayer Doa Hairdresser Selun,23.711089,90.424056,shop_hairdresser,
Mayer Doa Pharmacy,23.847176,90.38771,pharmacy,
Mayer Doa Pharmacy (মায়ের দোয়া ফার্মেসী),23.770009,90.352743,pharmacy,
Mayer Doa Restaurant,23.786549,90.412519,restaurant,
Mayer Doa Restaurant,23.852118,90.412125,restaurant,
Mayer Doa Stationery,23.773375,90.365061,shop_stationery,
Mayer Doa Steel FUrniture,23.809009,90.361411,shop_furniture,
Mayer Doa Tea Store,23.795627,90.352209,shop_tea,
Mayer Doa Tire and Battery Shop,23.806236,90.373853,shop_tyres,
Mayer Dowa,23.702606,90.41941,shop_department_store,
Mayer Dowa Confeqtionary & Restaurant,23.784542,90.564772,restaurant,
Mayer Dowa Electric & Hardware মায়ের দোয়া ইলেকট্রিক এন্ড হার্ডওয়ার,23.9019,90.413004,shop_hardware,
"Mayer Dowa Fabrics, Shopping mall, Hazi Samad Super Market, Dhaka",23.709467,90.434272,shop_yes,
"Mayer Dowa Food And Drinks, Bakery",24.190533,89.993388,shop_bakery,
Mayer Dowa General Store,23.786134,90.412508,shop_general,
Mayer Dowa General Store,23.79815,90.337528,shop_convenience,
Mayer Dowa General Store,23.805455,90.380064,shop_convenience,
Mayer Dowa Hotel and Restaurant,23.777763,90.37085,restaurant,
Mayer Dowa Pharmacy,23.772127,90.345899,pharmacy,
Mayer Dowa Salon,23.789838,90.366478,shop_hairdresser,
Mayer Dowa Telecom & Departmental Store,23.704427,90.420435,shop_general_store,
Mayer Doya,23.703881,90.421847,shop_electronics,
Mayer Doya,23.697836,90.423302,shop_electronics,
Mayer Doya Beding Store,23.700231,90.423877,shop_clothes,
