name,lat,lon,type,opening_hours
Maa Dental Care(মা ডেন্টাল কেয়ার),23.816752,90.366507,clinic,
Maa Doa Auto Service,24.400556,89.99184,shop_car_repair,
"Maa Doa Furniture And Electronic, Warehouse",24.008584,90.328921,shop_electronics,
"Maa Doa Poultry Feed And Medicine Corner, Market",24.362269,89.927254,marketplace,
Maa Electronics,23.851444,90.416562,shop_electronics,
Maa Electronics Service Center,23.855372,90.412956,shop_electronics,
Maa Engineering & Refrezarater,23.700097,90.422467,shop_electronics,
Maa Enterprise,23.762043,90.414591,shop_yes,
Maa Enterprise,23.731116,90.416204,shop_trade,Mo-Su 09:00-22:00
Maa Enterprise,23.783092,90.426965,shop_general,
Maa Enterprise,23.851363,90.413988,shop_electronics,
Maa Enterprise,23.843843,90.387361,shop_hardware,
Maa Enterprise,23.742061,90.392113,shop_electronics,"Mo,We-Su 10:00-20:00; Tu off"
Maa Enterprise & Telecom Center,23.851453,90.41745,shop_bed,
Maa Farmacy,23.834771,89.982818,pharmacy,
Maa Fast Food & Restaurent,24.132529,90.413503,restaurant,
Maa Filling Station মা ফিলিং স্টেশন,24.096498,90.115794,fuel,
"Maa Furniture-2, Furniture store",24.163515,90.428404,shop_furniture,
Maa General Store,23.755307,90.415043,shop_convenience,
Maa General Store,23.798168,90.338544,shop_convenience,
Maa General Store,23.783272,90.426101,shop_general,
Maa General Store,23.785798,90.426066,shop_general,
Maa General Store,23.854391,90.412357,shop_convenience,
Maa Hair Cutting Saloon-2,23.783469,90.427532,shop_hairdresser,
Maa Hair Dresser,23.721826,90.503334,shop_hairdresser,
Maa Hair Style Selun,23.762339,90.41595,shop_hairdresser,
Maa Hairdresser,23.841663,90.387015,shop_hairdresser,
Maa Hardware & Paint মা হার্ডওয়্যার & রঙ,23.83923,90.258085,shop_hardware,
Maa Hardware and Paint supply,23.711094,90.424302,shop_hardware,
Maa Hawoa General Store,23.845714,90.25336,shop_convenience,
Maa Homio Hal,23.700512,90.420742,shop_chemist,
Maa Laundry,23.757131,90.413993,shop_laundry,
Maa Life Care,23.766235,90.358009,clinic,
Maa Medical Hall (মা মেডিকেল হল),23.773498,90.349188,pharmacy,
"Maa Medical Hall, Pharmacy",24.636137,89.973571,pharmacy,
Maa Medicine Center,23.807324,90.377945,pharmacy,
Maa Medicine Centre,23.813873,90.373447,pharmacy,
Maa Medicine Corner,23.722121,90.503722,pharmacy,
Maa Medicine Corner,23.767131,90.357514,pharmacy,
Maa Medicine Corner,23.809287,90.376643,pharmacy,
"Maa Medicine Corner, Pharmacy",23.799038,90.382787,pharmacy,
Maa Medicine Plus,23.757627,90.414649,pharmacy,
Maa Mobile Enterprise,23.804806,90.363526,shop_mobile_phone,
Maa Moni Medical & Diagnostic Centre,23.910977,90.300135,hospital,
Maa Pharmacy,23.809432,90.376435,pharmacy,
Maa Pharmacy,23.809565,90.374672,pharmacy,
Maa Pharmacy,23.808502,90.378885,pharmacy,
Maa Pharmacy,23.78312,90.426731,pharmacy,
Maa Pharmacy মা ফার্মেসী,23.848979,90.257704,pharmacy,
Maa Photocopy Stationary & Computer,22.965235,89.815352,shop_stationery,
"Maa Poultry Care And Medicine, Jaina Bazar",24.276335,90.395674,marketplace,
Maa Store,23.70451,90.422642,shop_yes,
Maa Studio & Mobile Computer Zone,23.851547,90.4164,shop_computer,
Maa Supermarket,23.802381,90.353257,shop_supermarket,
Maa Tea Stor,23.755294,90.407254,shop_tea_stol,
Maa Telecom,23.759081,90.413822,shop_mobile_phone,
Maa Telecom,23.756566,90.413337,shop_mobile_phone,
Maa Telecom,23.756607,90.414009,shop_mobile_phone,
Maa Telecom,23.785782,90.425793,shop_yes,
Maa Telecom,23.851541,90.414297,shop_convenience,
Maa Telecom and Electronics,23.854339,90.386651,shop_electronics,
"Maa babar dua Engineering workshop, Auto repair shop",24.09838,90.161267,shop_car_repair,
Maa food Corner,23.751075,90.363107,fast_food,
Maa general store,23.757672,90.409271,shop_convenience,
Maa-Baba Departmental Store,23.704899,90.420544,shop_general_store,
Maa-Baba Doya Cosmetics & Gift Corner,23.8515,90.417339,shop_cosmetics,
Maa-Babaer Doya Store,23.787008,90.425864,shop_general,
Maa-Babar Dowa Pharmacy and Dental Care,23.819918,90.378044,pharmacy,16:00-22:00
"Maa-Babar Dowa Super Varieties Confectionery Library And Photocopy, Dhaka - Mawa Hwy, Dhaka",23.6465,90.349621,shop_yes,
Maa-Babar Dowa Telecom,23.72123,90.495205,shop_yes,
"Maa-Babar Doya Electronics, Aziz Mansion, Chunkutia Chowrasta, South Keranigonj, Dhaka",23.694347,90.399435,shop_electronics,
Maa-Sumaya Jewellers মা-সুমাইয়া জুয়েলার্স,23.902121,90.413053,shop_jewelry,
"Maaer doya Pharmacy, Korail",23.785708,90.406036,pharmacy,
"Maas Allah Super Market, General Store",24.454758,89.876083,shop_yes,
Maas CNG Station,23.636629,90.495583,fuel,
Maayer Doya Boiler House,23.754964,90.405224,shop_farm,
Maayer Dua,23.757304,90.407534,shop_tea,
Mabi Watch Compnay & Savar Chosma Ghar মাবি ওয়াচ কোম্পানী এন্ড সাভার চশমা ঘর,23.847639,90.256211,shop_yes,
Mabs Union Motors ltd,23.786775,90.377572,shop_motorcycle,
Mac Technology,23.813409,90.423632,shop_mobile_phone,
Macca Leather House,23.851377,90.413172,shop_clothes,
Maccari Arabiya Madrassa,23.730792,90.36199,school,
Mach Bazar,23.741222,90.391924,marketplace,Mo-Fr 11:00-21:00
Mach Bazar Mor,23.782698,90.409919,marketplace,
Machain Govt. Primary School,23.776115,89.852677,school,
Machpara Ml High School,23.803669,89.350882,school,
Machranga Diesel Pump,24.095574,90.137629,fuel,
Machranga Filling Station,24.095848,90.138124,fuel,
Macs Travels,23.730431,90.410355,shop_travel_agency,
Macson C N G Station,23.679016,90.442522,fuel,
Mad CHef,23.806736,90.371444,fast_food,
Madani Graphics,23.732674,90.412801,shop_art,
Madani Hafijia Madrasha,23.821967,90.382184,school,
Madani Super Market মাদানী সুপার মার্কেট,23.793587,90.27268,marketplace,
Madaripur Barities Store,23.755372,90.406857,shop_department_store,
"Madaripur Bus Terminal, Bus station, Madaripur",23.162259,90.180866,bus_station,
Madaripur General Store,23.889979,90.406877,shop_general,Mo-Sa 08:00-23:00
Madaripur General Store,23.853041,90.412493,shop_convenience,
Madaripur Government College Playground মাদারিপুর সরকারি কলেজ খেলার মাঠ,23.16844,90.202566,college,
Madaripur Government College মাদারিপুর সরকারি কলেজ,23.169269,90.20264,college,
Madaripur Hardware,23.758244,90.411536,shop_hardware,
Madaripur Medical Hal,23.754489,90.411003,pharmacy,
Madaripur Medical Hall,23.756934,90.407388,pharmacy,
Madaripur Medical Hall,23.754364,90.410977,pharmacy,
Madaripur Motors,23.783429,90.368084,shop_motorcycle_repair,
Madaripur Partical Center,23.786548,90.425829,shop_yes,
Madaripur Pharmecy,23.751696,90.407238,pharmacy,
Madaripur Sadar Hospital মাদারীপুর সদর হাসপাতাল,23.165413,90.211774,hospital,
Madaripur Store,23.756909,90.409847,shop_convenience,
Madaripur Timber Traders,23.786622,90.425757,shop_furniture,
Madaripur Varieties Store,23.848389,90.387617,shop_yes,
Madarjani Government Primary School,24.217278,89.973006,school,
Madars Electronic,23.36696,89.662267,shop_electronics,
Madartek Abdul Aziz High School,23.744111,90.440432,school,
"Madbar Agro Farm, Unnamed Road, Mawa, Zazira",23.419573,90.268719,shop_agrarian,
Madbor Bazar,23.710096,90.37815,marketplace,
Madchef,23.744539,90.372071,restaurant,
Madchef,23.741979,90.408435,restaurant,
Madchef,23.790101,90.409034,restaurant,
Madchef - Uttara,23.877492,90.390933,fast_food,
Madhabdi Bus Stop মাধবদী বাস স্টপ,23.854786,90.673292,bus_station,
Madhabdi Old Bus Stand,23.853055,90.670677,bus_station,
Madhina Electronics and Telecom,24.250581,89.915349,shop_electronics,Sa-Th 08:30-20:30
Madhkhola Bazar,24.441268,90.671101,marketplace,
Madhobi Pushpo,23.737729,90.396126,shop_florist,
Madhukhali Bazar,23.543596,89.626488,marketplace,
Madhukhali Bazar kali Bari,23.544055,89.622626,shop_variety_store,
Madhukhali Govt. Primary School,23.542702,89.631007,school,
Madhukhali Upazila Health Complex,23.54472,89.629583,hospital,
"Madhumati Ashulia Branch, Bank",23.937399,90.284575,bank,
Madhumati Bank Limited,23.818829,90.365118,bank,
Madhumati CNG Filling Station,24.333289,89.925299,fuel,
"Madhupur Autism School, School",24.600975,90.026144,school,
Madhupur Hat khola,24.610617,90.031665,marketplace,
Madhupur Hatkhola Madrasah,24.609495,90.031863,school,
"Madhupur Medical Assistant School(MATS), College",24.609992,90.018262,college,
"Madhupur Networks, Bank",24.611993,90.031817,bank,
Madhupur Rani Bhabani High School,24.614558,90.032758,school,
Madhupur Shahid Smrity College,24.605354,90.031107,school,
Madhupur Shahid Smrity Higher Secoundary School,24.604661,90.030271,school,
Madhupur girl high school,24.617852,90.0374,school,
Madhur Canteen,23.734613,90.39374,building_retail,
Madhuri Canteen,23.734622,90.393697,fast_food,"Mo-Th,Sa-Su 09:00-21:00; Fr off"
Madhuri Jewellers,23.732453,90.38409,shop_jewelry,"Mo, We-Su 09:00-22:00"
Madina Aquarium,23.737713,90.390534,shop_pet,We-Mo 09:30-21:30
Madina Bazar,23.516096,90.503286,marketplace,24/7
Madina Bedding Store,23.734848,90.417124,shop_bed,Mo-Su 09:00-20:00
Madina Cloth,23.737882,90.38769,shop_clothes,
Madina Eeectro Mart,23.783505,90.427365,shop_yes,
Madina Electronics & Hardware,23.85153,90.415481,shop_electronics,
Madina Enterprise,23.91535,90.690773,shop_electronics,
Madina Enterprise,23.847995,90.388964,shop_houseware,
Madina Enterprise,23.810375,90.371805,shop_hardware,
Madina Fashion,23.809807,90.372837,shop_clothes,
Madina Fast Food,23.73399,90.384465,fast_food,
Madina Filling Station,23.712187,90.39095,fuel,
Madina Filling Station,23.391067,90.125544,fuel,
Madina Flower,23.737767,90.39616,shop_florist,
Madina General Store,23.809549,90.375507,shop_yes,
"Madina Hardware, Hardware store",23.812399,90.096015,shop_hardware,
Madina Hotel,23.786532,90.413037,restaurant,
Madina Laundry,23.695586,90.475685,shop_laundry,Mo-Sa 08:00-18:00
Madina Medical Hall,23.855341,90.413392,pharmacy,
Madina Metal,23.735379,90.388772,shop_gift,
Madina Owshudhaloy,23.698808,90.422101,pharmacy,
Madina Pharmacy,23.750559,90.406679,pharmacy,
Madina Pharmacy,23.762921,90.351742,pharmacy,
Madina Restaurent মদিনা রেস্টুরেন্ট,23.793619,90.270037,restaurant,
Madina Rice Agency,23.798569,90.350622,shop_department_store,
Madina Steel Furniture,23.808,90.361395,shop_furniture,
Madina Store,23.701428,90.428616,shop_clothes,
Madina Sweetmeet,23.720399,90.385821,restaurant,
Madina Traders,23.711633,90.415697,shop_trade,
Madinova Hospital,24.244578,89.913234,hospital,
Madisin Center,23.71023,90.424616,pharmacy,
Madol,23.752439,90.380373,shop_supermarket,
Madrasa,23.714076,90.371402,school,
Madrasa,23.785128,90.37696,college,
Madrasa Area,23.215012,89.711262,school,
"Madrasa Darul Falah South Dhalla, School",23.800147,90.235035,school,
Madrasa Darul Wooswah,23.826067,90.376351,school,
Madrasa E Baitul Kur'an,23.810431,90.361331,school,
Madrasa Ubai Ibne Rab,23.714061,90.371931,school,
Madrasah,23.721968,90.386632,school,
Madrasah,23.710878,90.379588,school,
Madrasah,23.717751,90.367926,school,
Madrasah,23.775448,90.406568,school,
Madrasah Akhtarul Ulum,23.705831,90.422156,shop_convenience,
Madrasah Market,23.223956,89.706384,marketplace,
Madrasah Mohammadia Qurania,23.722822,90.361822,school,
Madrasah-E-Baitul Mamur,23.804018,90.366856,school,
Madrasatal Balag Dhaka,23.730818,90.362286,school,
"Madrasatul Falah International Dhaka, High school, Dhaka Mawa Road, Dhaka",23.694671,90.436206,school,
"Madrasatul Hidaya Al Islamia, School",24.249135,89.924112,school,
Madrasatul Ittefakul Ummah And Rabatunnesa,23.738646,90.435751,school,
"Madrasatul Maarif, Elementary school",23.979458,90.368551,school,
Madrasatul Manar Al-Islamia,23.754476,90.423467,school,24/7
Madrasatur Rahman Al Arabia,23.860509,90.430259,school,
"Madrasatur Rahman Al Islamia, School",23.864209,89.958232,school,
"Madrasatur Risalah, Religious school",23.794466,90.348981,school,
Madrasatur Shata R Dhaka,23.740417,90.362036,school,
"Madrasatus Suffa Al-Arabia Dhaka, Adj. Baitun Najat Jame Masjid, Mir Hajirbag, Jatrabari, Dhaka",23.708259,90.427699,school,
"Madrasaye Abubakar Siddique (RA), School",24.250022,89.927207,school,
"Madrasaye noore madina, School, Keraniganj",23.694536,90.398521,school,
Madrasha,23.698716,90.428105,school,
"Madrasha E Muhammadia Miftahul Ulam o Eatim Khana, School",23.805216,90.224205,school,
Madrasha Eidgah মাদ্রাসা ঈদগাহ ময়দান,23.640139,90.592926,school,
"Madrasha Nure Hedayet, School",23.878328,90.016892,school,
Madrashatul Madina,23.815403,90.360692,school,
Madrashaye Jillul Quran O Atimkhana,23.828312,90.358063,school,
Madrassa Faisal School Al Ashazafia,23.718892,90.364817,school,
Madrassa Oyariel Wolum,23.72995,90.368811,school,
"Mae Doa Medical Hall, Pharmacy",24.032748,90.388886,pharmacy,
"Maer Doa Hotel & Restaurant, Ferry Ghat Rd, Naodoba",23.406239,90.281497,restaurant,
Maf Motors Limited,23.750962,90.393207,shop_motorcycle,
Magic vision,23.765717,90.358835,shop_optician,
"Magna model service center, Gas station",23.724256,90.42176,fuel,
Magpie Restaurant,23.812051,90.422535,restaurant,
Magura General Store,23.754554,90.408879,shop_convenience,
Magura Homiohall,23.755843,90.411316,pharmacy,
Magura Plywood Center মাগুরা প্লাইউড সেন্টার,23.794308,90.267972,shop_yes,
Magurar Cha er Adda and General Store,23.809707,90.36363,shop_convenience,
Magvill Sweets & Bakery,23.592669,90.628774,restaurant,
Maha Telecom,23.766099,90.415609,shop_mobile_phone,
Mahabub Furniture মাহবুব আসবাবপত্র,23.908934,90.398205,shop_furniture,
"Mahabub Hardware Agency, Home goods store, Johnson Rd, Dhaka",23.713535,90.411248,shop_hardware,
"Mahabub Pharmacy, Korail",23.784571,90.413068,pharmacy,
Mahabub Varaities Store,23.757298,90.410405,shop_convenience,
Mahabub electronics,23.7516,90.403424,shop_electronics,
Mahabub enterprize,23.759507,90.412006,shop_hardware,
Mahadi Computer,23.794199,90.414339,shop_electronics,
Mahadi Shoes,23.739182,90.387904,shop_shoes,
Mahamudul Computer @ Syber Shop .Borpa Kacha Bazar,23.746549,90.541134,shop_yes,
Mahanagar CNG Station,23.693531,90.479984,fuel,Mo-Su 08:00-12:00
Mahanagar Law College,23.731282,90.409131,school,
"Mahanagar Nursing College, Nursing school",23.795196,90.349249,school,
Mahatab Store,23.782646,90.42839,shop_general,
Mahatab Telecom & Verities Store,23.851539,90.414665,shop_convenience,
Mahatap Electronics,23.699878,90.421046,shop_electronics,
Mahboob Fabrics,23.738978,90.387927,shop_fabric,
"Mahbub Cha Bitan, Coffee shop, Mongol Majhir Ghat Bus Stop, Majhirghat-Kazirhat Rd, Naodoba",23.407149,90.281306,shop_tea,
Mahbub Crescent Pharmacy,23.756993,90.361707,pharmacy,
Mahbub Hardware and Electric,23.852085,90.387179,shop_hardware,
Mahbub Medical Hall,24.229419,90.052333,pharmacy,
Mahbub Molla Concord Tower,23.933303,90.707487,shop_mall,
Mahbub Pharmacy,23.809425,90.370447,pharmacy,
Mahbub Pharmacy,23.810379,90.369941,pharmacy,18:30-21:00
Mahbub Plaza Shopping Complex,23.758147,90.389382,marketplace,
Mahbub Tailors,23.757209,90.411316,shop_tailor,
Mahdi Medical Hall,24.437274,90.780782,pharmacy,
"Mahdi Sheikh Islamia Madrasa-Nayanpur, High school",24.257723,90.398466,school,
Mahdi Store মাহদী স্টোর,23.934995,90.617652,shop_mall,
Maherima Fashion,23.895222,89.984995,shop_fashion_accessories,24/7
Mahfiza Tower,23.766141,90.358503,building_commercial,
Mahi Enterprise,23.789598,90.388104,shop_trade,
Mahi Fast Food and Restaurant,23.773109,90.365026,restaurant,
Mahi Jewelrs,23.791662,90.388065,shop_jewelry,
Mahi Khabar Hotel,23.805862,90.374388,restaurant,
Mahi Medical Hall,23.819143,90.379912,pharmacy,"09:00-14:00,17:00-24:00"
Mahi Medical Hall,23.860726,90.003528,pharmacy,
Mahi Medicine Corner,23.815027,90.369706,pharmacy,"Sa-Fr 09:00-14:30, 17:00-21:30"
Mahi store,23.791022,90.401998,shop_general,
Mahim Cosmetics,23.798615,90.351579,shop_cosmetics,
Mahim Pharma,23.773942,90.352252,pharmacy,
Mahim Telecom,23.699786,90.42443,shop_Mobile_recharge,
Mahim Tyre soles,23.693748,90.482188,shop_tyres,
Mahin Frouits Shop,23.711075,90.423701,shop_yes,
Mahin Jewellers,23.85137,90.413194,shop_jewelry,
Mahin Maisha Enterprise,23.851595,90.387343,shop_variety_store,
"Mahin Pharmacy, Pharmacy",23.938911,89.849387,pharmacy,
Mahin Poultry Feed And Medicine Corner,24.24211,90.903584,pharmacy,Mo-Su 08:00-23:00
Mahin Rice,23.798616,90.351102,shop_department_store,
Mahin Telecom,23.759947,90.411433,shop_mobile_phone,
Mahin Telecom,23.79006,90.388003,shop_copyshop,
"Mahin turkey firm, Meat packer",23.996343,90.381586,shop_agrarian,
Mahinoor Medical Hall,23.762963,90.364625,pharmacy,
Mahinur Medical Hall (মাহিনূর মেডিকেল হল),23.7717,90.350306,pharmacy,
Mahir Computer,23.989426,90.381366,shop_computer,Mo-Su 09:00-21:00
Mahir Pharma,23.806825,90.35447,pharmacy,
Mahiya Store,23.782975,90.411254,shop_general,
Mahmod Mansion,23.736597,90.384236,building_commercial,
Mahmud Corporation,23.717068,90.406842,shop_trade,"Mo, We-Su 09:00-21:00"
"Mahmud English Language Academy, School center",24.248533,89.913476,school,
Mahmud pharmacy,23.782573,90.407599,pharmacy,
"Mahmuda Medical Hall, Pharmacy",23.944471,90.383171,pharmacy,
Mahona Bus Stop,23.801078,90.584481,bus_station,
"Mahona bhabamipur bazar, Warehouse",24.140964,90.417411,shop_wholesale,
"Mahtab Motors Limited, Gas station",23.728813,90.366432,fuel,
Mahtab Plaza মাহতাব প্লাজা,23.848846,90.257379,marketplace,
Mahtab Plaza মাহতাব প্লাজা,23.854979,90.260058,marketplace,
Mahtab Point,23.738769,90.386274,shop_computer,
Mahua Puspalay,23.741753,90.409556,shop_books,
Mahuttuli Govt Primary Boys & Girls School,23.715648,90.401301,school,
"Maij Para Primary Govt School, Nodir Par Chandony Road, Shariatpur",23.251264,90.373036,school,
"Maijhati Bangla Bazar, Market",24.243089,89.911896,marketplace,
Mainuddin Medical Hall,23.809067,90.371219,pharmacy,
Mainuddin Telecom,23.783567,90.406608,shop_mobile_recharge,
Maisha Dry Cleaners,23.751172,90.409318,shop_dry_cleaning,
Maisha Fashion And Fabrics,23.782864,90.432152,shop_tailor,
Maisha Hotel & Restaurant,23.750663,90.378963,restaurant,
Maisha Selai Ghor,23.751185,90.409287,shop_tailor,
Majed Steel,23.708713,90.421387,shop_hardware,
Majestic lifestyle,23.767249,90.35837,shop_clothes,
Majesty Premium Saloon,23.724622,90.383916,shop_beauty,
Majhar General Store,23.809551,90.372831,shop_variety_store,
Majhir Hat Bazar,23.26394,90.349305,marketplace,
Majhir Kanda,23.653582,90.132458,marketplace,
Majid Electric,23.785451,90.412067,shop_electrical,
Majid Medico,23.760624,90.367764,pharmacy,
"Majir Hat Bazar - Majir Hat Bazar, Dogree",23.264286,90.349307,marketplace,
Majkandi Bazar,23.532805,89.724156,shop_supermarket,
Major General Mahmudul Hasan Adarsha College,24.250057,89.915359,college,
Major General Mahmudul Hasan Higher Secondary School,24.199335,89.900751,school,
Majumdar Drug Hosue,23.588974,89.833299,pharmacy,
"Majumdar Enterprises, Chunkutia Chowrasta, Keraniganj, Dhaka",23.694732,90.399347,shop_yes,
Majumdar Medicine Corner,23.602838,89.836068,pharmacy,
Majumdar various store,23.860416,90.262214,shop_variety_store,
Mak Taste Shop  ম্যাক টেস্ট শপ,24.436853,90.778248,shop_bakery,
Mak Taste Shop ম্যাক টেস্ট শপ,24.439439,90.779718,shop_confectionery,
Mak Taste Shop ম্যাক টেস্ট শপ,24.438244,90.779723,shop_confectionery,
Make Up Beauty Parlour & Spa,23.750955,90.409217,shop_beauty,
Make-up Digital Color Studio,23.755707,90.411321,shop_photo_studio,
Makeover Gent's Parlour,23.794908,90.352225,shop_beauty,
Makka Fast Food And Confectionary,23.846971,90.257428,restaurant,
Makka Furniture Mart,23.851476,90.415896,shop_furniture,
Makka General store,23.759869,90.411564,shop_convenience,
Makka Madina General Hospital,23.771153,90.366631,clinic,
Makka Medical Hall,23.853253,90.412423,pharmacy,
Makka Pharmacy(মক্কা ফার্মেসী),23.824234,90.362051,pharmacy,
Makka Pharmecy,23.824229,90.36241,pharmacy,
Makka Restora,23.850497,90.409036,restaurant,
"Makka madina pharmacy, Pharmacy",24.031155,90.263808,pharmacy,
Makkah Biryani House,23.754577,90.415688,restaurant,
Makkah Gosto Bitan,23.785812,90.426037,shop_butcher,
Makrai Bazar,24.475337,90.059082,marketplace,
Makrajul Hudda,23.814176,90.369595,school,
Maksuda  Pharmacy,24.254116,89.915582,pharmacy,
Maksuda Store,23.78227,90.411365,shop_convenience,
Maktab Ward Estate,23.704192,90.423594,bank,
Mala Optical মালা অপটিক্যাল,23.177415,90.204,shop_optician,
Mala homeo complex(মালা হোমিও কমপ্লেক্স),23.816782,90.374455,shop_chemist,
Malai,23.806462,90.35334,fast_food,
Malancha Govt. Hospital,23.706242,90.347297,hospital,
Malancha Restore,23.738679,90.38398,restaurant,10:00-22:00
Malauri Shamsunnesa Government Primary School,24.597952,90.025814,school,
Malek Bekary,23.726409,90.381793,shop_yes,
Malek Chowdhury Memorial School,24.025989,90.274148,school,
"Malek Honda Servicing Center, Auto repair shop",23.756826,90.356394,shop_car_repair,
Malek Plaza,23.787468,89.418464,shop_mall,
Malek general store,23.755046,90.405353,shop_general,
Malekabanu Ideal School,23.878141,90.401699,school,
"Malibag Dental Clinic, Hospital",23.743794,90.41362,hospital,
"Malibagh Bazar, Market",23.749889,90.414363,marketplace,
Malibagh Rail Gate Bazar,23.749375,90.414833,marketplace,
Maligram Khalasi Market মালীগ্রাম খালাসী মার্কেট,23.371668,90.033536,marketplace,
Maliha,23.753053,90.40584,shop_gift,
"Maliha Maria LPG Autogas Filling Station, Gas station",24.441178,89.984151,fuel,
Maliha Pharmacy,23.813797,90.371967,pharmacy,
"Maliha Poultry Feed - medicine corner, Veterinary pharmacy",24.457291,89.876383,pharmacy,
Maliha Store,23.878405,90.259176,shop_yes,
Malik Tower Door Super Market,23.770385,90.424456,shop_doors,
Malikanda School and College,23.581616,90.141838,school,
Malizia Cosmetics,23.796799,90.350746,shop_cosmetics,
Malkhanagar High School,23.557917,90.42609,school,
Malkhanagar University College,23.557927,90.426664,college,
Mallik Complex,23.730372,90.410415,building_commercial,
Mallik Medical and Dental,23.815013,90.371285,pharmacy,
Mallik Tower,23.706946,90.410925,building_commercial,
Mallik's restaurant,23.73904,90.415301,restaurant,07:00-22:00
Mam Fashion,23.75748,90.413859,shop_fabric,
"Mama Bhagina Engineering Works, Shewly Market",24.023993,90.384944,marketplace,
"Mama Bhagina Glass & H/W, Madonpur Shopping Complex Madonpur , Bondor, Narayangonj, Bondor - Modonpur Hwy, Bandar 1400",23.690323,90.546028,shop_paint,
Mama Chatpati,23.75544,90.41117,fast_food,
Mama Enterprise,23.704478,90.42044,shop_mobile_phone,07:00-21:00
Mama Food Corner,23.780681,90.401937,restaurant,
Mama Kacchi & Kebab House,23.720387,90.406005,restaurant,Mo-Su 11:00-04:00
"Mama Lachi House, Bangla Bazar Ghat Street, Kathalbari",23.41378,90.213614,shop_yes,
Mama Vagina General Store,23.758109,90.409325,shop_convenience,
Mama Vagina General Store,23.85422,90.385532,shop_yes,
Mama vagina electronics,23.782456,90.407651,shop_electronics,
Mama'r cha-er dokan.,23.743912,90.368828,cafe,
Mama-Vagina Hotel and Restaurant,23.961377,90.380891,restaurant,
Mama-Vagne Store,23.842823,89.984601,shop_grocery,
Mamar kacchi,23.807887,90.373613,restaurant,
Mamataj Electronics,23.708859,90.420999,shop_electronics,
Mamoni Fashion,23.817113,90.367427,shop_clothes,
Mamoni General Store,23.810789,90.37102,shop_yes,
Mamoni Restaurant And Sweetmeat মামণি রেস্টুরেন্ট এন্ড সুইট মিট,24.096096,90.401553,restaurant,
Mamoni Tailors,23.7001,90.422041,shop_tailor,
"Mamta Pharmacy, Shuvadda, Mahtab Saban Factory Rd, Dhaka",23.690141,90.400082,pharmacy,
"Mamtaz Ali High School, High school",24.707401,89.947537,school,
Mamud Nagar Govt Primary School,24.047623,89.89135,school,
Mamud Nagar High School,24.047818,89.88989,school,
Mamudnagar Community clinic,24.414131,91.140483,clinic,
Mamun Biriyani,23.809649,90.369728,restaurant,
Mamun Biryani House,23.740357,90.432572,restaurant,
Mamun Biryani House,23.747574,90.429705,restaurant,
Mamun Cycle Store,23.717798,90.406993,shop_bicycle,
Mamun Electric and Hardware,23.852247,90.387128,shop_electrical,
Mamun Electrical Works,23.755298,90.411142,shop_electronics,
Mamun Enterprise,23.752203,90.41403,shop_convenience,Sa-Th 09:30-07:00
Mamun Enterprise,23.748391,90.386093,shop_variety_store,
Mamun Furniture,23.809391,90.364309,shop_furniture,
Mamun Furniture & Door,23.851548,90.416098,shop_furniture,
Mamun Garments,23.734901,90.385078,shop_clothes,10:00-20:00
Mamun General Store,23.847945,90.388367,shop_yes,
Mamun Ittyadi Store,23.753839,90.410728,shop_convenience,
Mamun Medical,23.214241,89.696729,pharmacy,
Mamun Medical Hall,23.733452,90.415526,pharmacy,Mo-Su 06:00-12:00
Mamun Medical Store,23.851603,90.415379,pharmacy,
Mamun Mobile Store,23.214034,89.697497,shop_mobile_phone,
Mamun Multimedia And Telecom,23.880543,90.398775,shop_electronics,
Mamun Pharma,23.752422,90.3624,pharmacy,
Mamun Pharmacy,23.213931,89.709685,pharmacy,
Mamun Rice Agency,23.798382,90.35034,shop_department_store,
Mamun Sound System মামুন সাউন্ড সিস্টেম,24.224781,90.398931,shop_yes,
Mamun Stationery,23.730544,90.416295,shop_stationery,
Mamun Store,23.750229,90.409294,shop_convenience,
Mamun Store,23.784275,90.411401,shop_general,
"Mamun Store, Shariatpur Road, Naodoba",23.39838,90.244231,shop_yes,
Mamun Super Market,23.632987,90.475759,marketplace,
Mamun Tea Store,23.693302,90.426559,shop_tea,06:00-23:00
Mamun Tea Store,23.784155,90.410237,shop_tea,
Mamun Telecom,23.751661,90.406438,shop_mobile_recharge,
Mamun Telecom,23.751759,90.405478,shop_mobile_recharge,
Mamun Traders and Varites,23.756295,90.40671,shop_convenience,
Mamun Trading Corporation,23.700325,90.420786,shop_furniture,
Mamun dot com,23.979928,90.733102,shop_mall,
"Mamun shopping mall, Shopping mall",24.024415,89.851279,shop_mall,
Mamun store,23.755047,90.409295,shop_convenience,
"Mamun store, Grocery store",24.482209,89.9745,shop_yes,
Mamun tower,23.790502,90.375424,building_commercial,
Man City Block,23.734291,90.383965,shop_boutique,
Man's Saloon,23.879849,90.260687,shop_hairdresser,
Mana Tea Stall,23.709099,90.421826,shop_tea,
Manarat International University,23.877883,90.312354,university,
Manarat International University (Gulshan Campus),23.790561,90.420945,university,
Manarat University,23.800277,90.354546,university,
Mandail primary school,23.705168,90.383071,school,
"Mandarta Bazar, Market",23.944855,89.84783,marketplace,
Mandy Dental College,23.740119,90.356547,college,
Mango Shop,23.799517,90.392999,shop_supermarket,
Mango Tree,23.752221,90.421469,restaurant,
Mangrove,23.754154,90.369051,school,
